candidate_id,themes,discovery_queries,best_rank,title,authors,published_date,year,venue,volume,issue,pages_or_article,doi,crossref_type,publisher,crossref_url,publisher_url,discovery_source,metadata_status
RAW344,T5,differentiable contact simulation discontinuity,12,A hybrid simulation of contact discontinuity,B. H. Wu; J. K. Chao; W. H. Tsai; Y. Lin; L. C. Lee,1994-09-01,1994,Geophysical Research Letters,21,18,2059-2062,10.1029/94gl01579,journal-article,American Geophysical Union (AGU),https://api.crossref.org/works/10.1029/94gl01579,https://doi.org/10.1029/94gl01579,Crossref REST,RAW_CANDIDATE
RAW345,T6,reporting standards machine learning based science,12,A Machine Learning Based Forensic System for Road Accident Detection and Reporting,Francis Johan M,2026-03-31,2026,International Journal for Research in Applied Science and Engineering Technology,14,3,1732-1739,10.22214/ijraset.2026.78258,journal-article,International Journal for Research in Applied Science and Engineering Technology (IJRASET),https://api.crossref.org/works/10.22214/ijraset.2026.78258,https://doi.org/10.22214/ijraset.2026.78258,Crossref REST,RAW_CANDIDATE
RAW346,T7,weakly compressible SPH Taylor Green verification || SPH numerical validation reference hierarchy,12,A robust weakly compressible SPH method and its comparison with an incompressible SPH,Mostafa Safdari Shadloo; Amir Zainali; Mehmet Yildiz; Afzal Suleman,2012-02-01,2012,International Journal for Numerical Methods in Engineering,89,8,939-956,10.1002/nme.3267,journal-article,Wiley,https://api.crossref.org/works/10.1002/nme.3267,https://doi.org/10.1002/nme.3267,Crossref REST,RAW_CANDIDATE
RAW347,T7,weakly compressible SPH Taylor Green verification,12,A technique to remove the tensile instability in weakly compressible SPH,Xiaoyang Xu; Peng Yu,2018-11-01,2018,Computational Mechanics,62,5,963-990,10.1007/s00466-018-1542-4,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s00466-018-1542-4,https://doi.org/10.1007/s00466-018-1542-4,Crossref REST,RAW_CANDIDATE
RAW348,T5,dynamic graph differentiation topology,12,Automated Network Topology Extraction Based on Graph Theory for Distributed Microgrid Protection in Dynamic Power Systems,Taha Selim Ustun; Saqib Ayyubi,2019-06-10,2019,Electronics,8,6,655,10.3390/electronics8060655,journal-article,MDPI AG,https://api.crossref.org/works/10.3390/electronics8060655,https://doi.org/10.3390/electronics8060655,Crossref REST,RAW_CANDIDATE
RAW349,T4,differentiable CFD automatic differentiation verification,12,CFD Newton Solvers with EliAD: An Elimination Automatic Differentiation Tool,Shaun A. Forth; Mohamed Tadjouddine,2003-01-01,2003,Computational Fluid Dynamics 2002,,,134-139,10.1007/978-3-642-59334-5_17,book-chapter,Springer Berlin Heidelberg,https://api.crossref.org/works/10.1007/978-3-642-59334-5_17,https://doi.org/10.1007/978-3-642-59334-5_17,Crossref REST,RAW_CANDIDATE
RAW350,T6,code verification ML augmented solver,12,Code-to-Code Verification of Thermal Hydraulic Subchannel Code LINDEN,Zixuan Wang; Yuanbing Zhu; Yan Wang,2024-08-04,2024,Volume 10: Risk Assessments and Management; Computer Code Verification and Validation; Nuclear Education and Public Acceptance,,,V010T13A010,10.1115/icone31-135128,proceedings-article,American Society of Mechanical Engineers,https://api.crossref.org/works/10.1115/icone31-135128,https://doi.org/10.1115/icone31-135128,Crossref REST,RAW_CANDIDATE
RAW351,T2,long horizon particle rollout simulator,12,Commentary: Physiological Responses and Training Satisfaction During National Rollout of a Neurosurgical Intraoperative Catastrophe Simulator for Resident Training,Samantha M. Bouchal; Jenna H. Meyer; Bernard R. Bendok,2023-02-01,2023,Operative Neurosurgery,24,2,e139-e141,10.1227/ons.0000000000000548,journal-article,Ovid Technologies (Wolters Kluwer Health),https://api.crossref.org/works/10.1227/ons.0000000000000548,https://doi.org/10.1227/ons.0000000000000548,Crossref REST,RAW_CANDIDATE
RAW352,T3,antisymmetric message passing conservation,12,Compiler Support for Message Passing Systems.,Jens Nielsen,1997-07-01,1997,,,,,10.21236/ada328290,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada328290,https://doi.org/10.21236/ada328290,Crossref REST,RAW_CANDIDATE
RAW353,T3,equivariant graph neural network particle dynamics,12,"Decision letter for ""EGraFFBench: evaluation of equivariant graph neural network force fields for atomistic simulations""",,2024-02-26,2024,,,,,10.1039/d4dd00027g/v2/decision1,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d4dd00027g/v2/decision1,https://doi.org/10.1039/d4dd00027g/v2/decision1,Crossref REST,RAW_CANDIDATE
RAW354,T2,learned particle simulator graph network,12,Development of a particle simulator on cancer cell signaling network with PC cluster system,Makoto Ogawa; Takashi Nakakuki; Chiharu Ishii; Mitsuo Kobayashi,2010-10-01,2010,ICCAS 2010,,,2002-2005,10.1109/iccas.2010.5669749,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/iccas.2010.5669749,https://doi.org/10.1109/iccas.2010.5669749,Crossref REST,RAW_CANDIDATE
RAW355,T2,Lagrangian fluid simulation graph neural network,12,Efficient Hybrid Simulation Optimization via Graph Neural Network Metamodeling,Wang Cen; Peter J. Haas,2023-12-10,2023,2023 Winter Simulation Conference (WSC),,,3541-3552,10.1109/wsc60868.2023.10408474,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/wsc60868.2023.10408474,https://doi.org/10.1109/wsc60868.2023.10408474,Crossref REST,RAW_CANDIDATE
RAW356,T1,machine learning enhanced SPH solver,12,Fragmentation Analysis of OG-7 Warhead Using AUTODYN SPH Solver,Mohammed A. Abdalla,2012-10-08,2012,Advanced Materials Research,576,,645-650,10.4028/www.scientific.net/amr.576.645,journal-article,"Trans Tech Publications, Ltd.",https://api.crossref.org/works/10.4028/www.scientific.net/amr.576.645,https://doi.org/10.4028/www.scientific.net/amr.576.645,Crossref REST,RAW_CANDIDATE
RAW357,T5,cutoff discontinuity particle simulation,12,Improved cutoff functions for short-range potentials and the Wolf summation,Martin H. Müser,2022-10-13,2022,Molecular Simulation,48,15,1393-1401,10.1080/08927022.2022.2094430,journal-article,Informa UK Limited,https://api.crossref.org/works/10.1080/08927022.2022.2094430,https://doi.org/10.1080/08927022.2022.2094430,Crossref REST,RAW_CANDIDATE
RAW358,T4,differentiable physics solver gradient verification finite difference || solver in the loop differentiable physics,12,JAX-FEM: A differentiable GPU-accelerated 3D finite element solver for automatic inverse design and mechanistic data science,Tianju Xue; Shuheng Liao; Zhengtao Gan; Chanwook Park; Xiaoyu Xie; Wing Kam Liu; Jian Cao,2023-10-01,2023,Computer Physics Communications,291,,108802,10.1016/j.cpc.2023.108802,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2023.108802,https://doi.org/10.1016/j.cpc.2023.108802,Crossref REST,RAW_CANDIDATE
RAW359,T3,pairwise conservative force learning,12,Layer Dance: Pairwise Layer Training with Adaptive Learning Rates for Transformers,Aakash Singh,2025-06-02,2025,,,,,10.36227/techrxiv.174888672.29796823/v1,posted-content,Institute of Electrical and Electronics Engineers (IEEE),https://api.crossref.org/works/10.36227/techrxiv.174888672.29796823/v1,https://doi.org/10.36227/techrxiv.174888672.29796823/v1,Crossref REST,RAW_CANDIDATE
RAW360,T5,piecewise differentiable simulation topology events,12,Manifolds with unique differentiable structure,M. Kreck,1984-01-01,1984,Topology,23,2,219-232,10.1016/0040-9383(84)90041-7,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0040-9383%2884%2990041-7,https://doi.org/10.1016/0040-9383(84)90041-7,Crossref REST,RAW_CANDIDATE
RAW361,T2,particle based neural operator fluid dynamics,12,PARTICLE FLUID DYNAMICS,P.D. McCORMACK; LAWRENCE CRANE,1973-01-01,1973,Physical Fluid Dynamics,,,403-436,10.1016/b978-0-12-482250-4.50014-x,book-chapter,Elsevier,https://api.crossref.org/works/10.1016/b978-0-12-482250-4.50014-x,https://doi.org/10.1016/b978-0-12-482250-4.50014-x,Crossref REST,RAW_CANDIDATE
RAW362,T5,differentiable neighbor search particles,12,Reverse Nearest Neighbor Search,,2009-01-01,2009,Encyclopedia of Database Systems,,,2438-2438,10.1007/978-0-387-39940-9_3478,book-chapter,Springer US,https://api.crossref.org/works/10.1007/978-0-387-39940-9_3478,https://doi.org/10.1007/978-0-387-39940-9_3478,Crossref REST,RAW_CANDIDATE
RAW363,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || data driven smoothed particle hydrodynamics || grand challenges smoothed particle hydrodynamics schemes,12,SIMULAÇÕES COMPUTACIONAIS UTILIZANDO &lt;i&gt;SMOOTHED PARTICLE HYDRODYNAMICS&lt;/i&gt; PARA A BUSCA DE MÍNIMOS DE FUNÇÕES SIMULAÇÕES COMPUTACIONAIS UTILIZANDO&lt;i&gt; SMOOTHED PARTICLE HYDRODYNAMICS&lt;/i&gt; PARA A BUSCA DE MÍNIMOS DE FUNÇÕES COMPUTATIONAL SIMULATIONS USING SMOOTHED PARTICLE HYDRODYNAMICS FOR FUNCTION MINIMIZATION SIMULACIONES COMPUTACIONALES UTILIZANDO SMOOTHED PARTICLE HYDRODYNAMICS PARA LA BÚSQUEDA DE MÍNIMOS DE FUNCIONES,Igor Ferreira Tavares; Tiago Alessandro E. Ferreira,2025-12-23,2025,RECIMA21 - Revista Científica Multidisciplinar - ISSN 2675-6218,6,12,e6127119,10.47820/recima21.v6i12.7119,journal-article,Editora RECIMA21 LTDA,https://api.crossref.org/works/10.47820/recima21.v6i12.7119,https://doi.org/10.47820/recima21.v6i12.7119,Crossref REST,RAW_CANDIDATE
RAW364,T4,adjoint tangent linear gradient verification,12,Tangent linear and adjoint biogeochemical models,Ralf Giering,2000-01-01,2000,Geophysical Monograph Series Inverse Methods in Global Biogeochemical Cycles,,,33-48,10.1029/gm114p0033,book-chapter,American Geophysical Union,https://api.crossref.org/works/10.1029/gm114p0033,https://doi.org/10.1029/gm114p0033,Crossref REST,RAW_CANDIDATE
RAW365,T2,message passing particle fluid simulator,12,The Transition from a PVM Program Simulator to a Heterogeneous System Simulator: The HeSSE Project,N. Mazzocca; M. Rak; U. Villano,2000-01-01,2000,Lecture Notes in Computer Science Recent Advances in Parallel Virtual Machine and Message Passing Interface,,,266-273,10.1007/3-540-45255-9_37,book-chapter,Springer Berlin Heidelberg,https://api.crossref.org/works/10.1007/3-540-45255-9_37,https://doi.org/10.1007/3-540-45255-9_37,Crossref REST,RAW_CANDIDATE
RAW366,T4,multistep automatic differentiation physics solver,12,Using Automatic Differentiation to Create a Nonlinear Reduced-Order-Model Aerodynamic Solver,Jeffrey P. Thomas; Earl H. Dowell; Kenneth C. Hall,2010-01-01,2010,AIAA Journal,48,1,19-24,10.2514/1.36414,journal-article,American Institute of Aeronautics and Astronautics (AIAA),https://api.crossref.org/works/10.2514/1.36414,https://doi.org/10.2514/1.36414,Crossref REST,RAW_CANDIDATE
RAW367,T7,SPH verification manufactured solutions,12,Verification of 2D Navier-Stokes Codes by the Method of Manufactured Solutions,Clarence Burg; Vasanth Kumar Murali,2002-06-24,2002,32nd AIAA Fluid Dynamics Conference and Exhibit,,,,10.2514/6.2002-3109,proceedings-article,American Institute of Aeronautics and Astronautics,https://api.crossref.org/works/10.2514/6.2002-3109,https://doi.org/10.2514/6.2002-3109,Crossref REST,RAW_CANDIDATE
RAW368,T2,learned particle simulator graph network,13,A cycle-accurate Network-on-Chip simulator with support for abstract task graph modeling,Jan Moritz Joseph; Thilo Pionteck,2014-10-01,2014,2014 International Symposium on System-on-Chip (SoC),,,1-6,10.1109/issoc.2014.6972440,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/issoc.2014.6972440,https://doi.org/10.1109/issoc.2014.6972440,Crossref REST,RAW_CANDIDATE
RAW369,T2,particle based neural operator fluid dynamics,13,A hybrid method of peridynamic differential operator-based Eulerian particle method–immersed boundary method for fluid–structure interaction,Haocheng Chang; Airong Chen; Baixue Ge,2023-09-01,2023,Computational Particle Mechanics,10,5,1309-1322,10.1007/s40571-023-00562-5,journal-article,Elsevier BV,https://api.crossref.org/works/10.1007/s40571-023-00562-5,https://doi.org/10.1007/s40571-023-00562-5,Crossref REST,RAW_CANDIDATE
RAW370,T1,machine learning enhanced SPH solver,13,A Thermal Machine Learning Solver For Chip Simulation,Rishikesh Ranade; Haiyang He; Jay Pathak; Norman Chang; Akhilesh Kumar; Jimin Wen,2022-09-12,2022,2022 ACM/IEEE 4th Workshop on Machine Learning for CAD (MLCAD),,,111-117,10.1109/mlcad55463.2022.9900086,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/mlcad55463.2022.9900086,https://doi.org/10.1109/mlcad55463.2022.9900086,Crossref REST,RAW_CANDIDATE
RAW371,T3,antisymmetric message passing conservation,13,Compiler Support for Message Passing Systems.,Jens Nielsen,1997-04-30,1997,,,,,10.21236/ada324244,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada324244,https://doi.org/10.21236/ada324244,Crossref REST,RAW_CANDIDATE
RAW372,T5,differentiable contact simulation discontinuity,13,Contact with Circles,,2001-05-17,2001,Elementary Geometry of Differentiable Curves,,,105-123,10.1017/cbo9781139173377.009,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/cbo9781139173377.009,https://doi.org/10.1017/cbo9781139173377.009,Crossref REST,RAW_CANDIDATE
RAW373,T3,equivariant graph neural network particle dynamics,13,"Decision letter for ""EGraFFBench: evaluation of equivariant graph neural network force fields for atomistic simulations""",,2024-02-16,2024,,,,,10.1039/d4dd00027g/v1/decision1,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d4dd00027g/v1/decision1,https://doi.org/10.1039/d4dd00027g/v1/decision1,Crossref REST,RAW_CANDIDATE
RAW374,T2,message passing particle fluid simulator,13,Design and application of Parsim — a message-passing computer simulator,A. Symons; V. Lakshmi Narasimhan,1997-01-01,1997,IEE Proceedings - Computers and Digital Techniques,144,1,7,10.1049/ip-cdt:19970961,journal-article,Institution of Engineering and Technology (IET),https://api.crossref.org/works/10.1049/ip-cdt%3A19970961,https://doi.org/10.1049/ip-cdt:19970961,Crossref REST,RAW_CANDIDATE
RAW375,T4,differentiable physics solver gradient verification finite difference,13,Detailed analysis of the effects of stencil spatial variations with arbitrary high-order finite-difference Maxwell solver,H. Vincenti; J.-L. Vay,2016-03-01,2016,Computer Physics Communications,200,,147-167,10.1016/j.cpc.2015.11.009,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2015.11.009,https://doi.org/10.1016/j.cpc.2015.11.009,Crossref REST,RAW_CANDIDATE
RAW376,T6,verification validation trustworthy scientific machine learning,13,"Development and responsibilities for verification, validation and uncertainty quantification",,2010-10-14,2010,Verification and Validation in Scientific Computing,,,728-756,10.1017/cbo9780511760396.022,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/cbo9780511760396.022,https://doi.org/10.1017/cbo9780511760396.022,Crossref REST,RAW_CANDIDATE
RAW377,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || grand challenges smoothed particle hydrodynamics schemes,13,Discontinuous SPH (DSPH),,2003-10-01,2003,Smoothed Particle Hydrodynamics,,,177-200,10.1142/9789812564405_0005,book-chapter,WORLD SCIENTIFIC,https://api.crossref.org/works/10.1142/9789812564405_0005,https://doi.org/10.1142/9789812564405_0005,Crossref REST,RAW_CANDIDATE
RAW378,T4,multistep automatic differentiation physics solver,13,DPM-Solver-2M: A Fast Multistep DPM-Solver-Based Scheme for Real-Time MIMO Channel Estimation,Ravi Kumar; Manivasakan Rathinam,2025-01-01,2025,IEEE Open Journal of the Communications Society,6,,4742-4755,10.1109/ojcoms.2025.3574087,journal-article,Institute of Electrical and Electronics Engineers (IEEE),https://api.crossref.org/works/10.1109/ojcoms.2025.3574087,https://doi.org/10.1109/ojcoms.2025.3574087,Crossref REST,RAW_CANDIDATE
RAW379,T5,dynamic graph differentiation topology,13,Dynamic Graph Topology Learning with Non-Convex Penalties,Reza Mirzaeifard; Vinay Chakravarthi Gogineni; Naveen K. D. Venkategowda; Stefan Werner,2022-08-29,2022,2022 30th European Signal Processing Conference (EUSIPCO),,,682-686,10.23919/eusipco55093.2022.9909609,proceedings-article,IEEE,https://api.crossref.org/works/10.23919/eusipco55093.2022.9909609,https://doi.org/10.23919/eusipco55093.2022.9909609,Crossref REST,RAW_CANDIDATE
RAW380,T7,SPH verification manufactured solutions,13,Efficient Code Verification Using the Residual Formulation of the Method of Manufactured Solutions,Clarence Burg; Vasanth Murali,2004-06-28,2004,34th AIAA Fluid Dynamics Conference and Exhibit,,,,10.2514/6.2004-2628,proceedings-article,American Institute of Aeronautics and Astronautics,https://api.crossref.org/works/10.2514/6.2004-2628,https://doi.org/10.2514/6.2004-2628,Crossref REST,RAW_CANDIDATE
RAW381,T5,piecewise differentiable simulation topology events,13,Examples of differentiable group actions,Glen E. Bredon,1965-04-01,1965,Topology,3,2,115-122,10.1016/0040-9383(65)90038-8,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0040-9383%2865%2990038-8,https://doi.org/10.1016/0040-9383(65)90038-8,Crossref REST,RAW_CANDIDATE
RAW382,T5,cutoff discontinuity particle simulation,13,Extrapolating Treatment Effects in Multi-Cutoff Regression Discontinuity Designs,Matias D. Cattaneo; Luke Keele; Rocío Titiunik; Gonzalo Vazquez-Bare,2021-10-02,2021,Journal of the American Statistical Association,116,536,1941-1952,10.1080/01621459.2020.1751646,journal-article,Informa UK Limited,https://api.crossref.org/works/10.1080/01621459.2020.1751646,https://doi.org/10.1080/01621459.2020.1751646,Crossref REST,RAW_CANDIDATE
RAW383,T1,graph neural network SPH fluid,13,Heterogeneous Graph Neural Network Methods for Multi-User Fluid Antenna Systems,Geon Kim; Jae Seo Lee; Hoon Lee,2026-01-14,2026,2026 40th International Conference on Information Networking (ICOIN),,,883-888,10.1109/icoin68469.2026.11480535,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/icoin68469.2026.11480535,https://doi.org/10.1109/icoin68469.2026.11480535,Crossref REST,RAW_CANDIDATE
RAW384,T7,SPH numerical validation reference hierarchy,13,Hierarchy of Models,,2014-09-29,2014,Wiley StatsRef: Statistics Reference Online,,,,10.1002/9781118445112.stat01557,other,Wiley,https://api.crossref.org/works/10.1002/9781118445112.stat01557,https://doi.org/10.1002/9781118445112.stat01557,Crossref REST,RAW_CANDIDATE
RAW385,T5,differentiable neighbor search particles,13,Improving Differentiable Architecture Search Via Self-Distillation,xunyu zhu; Jian Li; Yong Liu; Weiping Wang,2023-01-01,2023,,,,,10.2139/ssrn.4361706,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4361706,https://doi.org/10.2139/ssrn.4361706,Crossref REST,RAW_CANDIDATE
RAW386,T6,reporting standards machine learning based science,13,Integrating Machine Learning Standards in Disseminating Machine Learning Research,Scott C. Edmunds; Nicole Nogoy; Qing Lan; Hongfang Zhang; Yannan Fan; Hongling Zhou; Chris Armit,2026-01-14,2026,Data Science Journal,25,,1,10.5334/dsj-2026-001,journal-article,"Ubiquity Press, Ltd.",https://api.crossref.org/works/10.5334/dsj-2026-001,https://doi.org/10.5334/dsj-2026-001,Crossref REST,RAW_CANDIDATE
RAW387,T3,momentum conserving neural network particle dynamics,13,Linear and Angular Momentum of a Particle,,2011-02-22,2011,Engineering Dynamics,,,113-147,10.2307/j.ctvcm4ggj.7,book-chapter,Princeton University Press,https://api.crossref.org/works/10.2307/j.ctvcm4ggj.7,https://doi.org/10.2307/j.ctvcm4ggj.7,Crossref REST,RAW_CANDIDATE
RAW388,T6,credibility assessment scientific machine learning,13,Machine Learning for the Peer Assessment Credibility,Yingru Lin; Soyeon Caren Han; Byeong Ho Kang,2018-01-01,2018,Companion of the The Web Conference 2018 on The Web Conference 2018 - WWW '18,,,117-118,10.1145/3184558.3186957,proceedings-article,ACM Press,https://api.crossref.org/works/10.1145/3184558.3186957,https://doi.org/10.1145/3184558.3186957,Crossref REST,RAW_CANDIDATE
RAW389,T6,manufactured solutions learned PDE solver,13,Method of Manufactured Learning for Solver-free Training of Neural Operators,Arth Sojitra; Omer San,2026-01-01,2026,,,,,10.2139/ssrn.6570011,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.6570011,https://doi.org/10.2139/ssrn.6570011,Crossref REST,RAW_CANDIDATE
RAW390,T3,pairwise conservative force learning,13,Pairwise Classification,,2017-01-01,2017,Encyclopedia of Machine Learning and Data Mining,,,959-959,10.1007/978-1-4899-7687-1_100356,book-chapter,Springer US,https://api.crossref.org/works/10.1007/978-1-4899-7687-1_100356,https://doi.org/10.1007/978-1-4899-7687-1_100356,Crossref REST,RAW_CANDIDATE
RAW391,T2,long horizon particle rollout simulator,13,Rollout-Erfolge durch systematische Präzision,Thomas Kaiser,2013-01-01,2013,Smart Meter Rollout,,,269-290,10.1007/978-3-8348-2440-0_10,book-chapter,Springer Fachmedien Wiesbaden,https://api.crossref.org/works/10.1007/978-3-8348-2440-0_10,https://doi.org/10.1007/978-3-8348-2440-0_10,Crossref REST,RAW_CANDIDATE
RAW392,T4,adjoint tangent linear gradient verification,13,SCIPUFF Tangent-Linear/Adjoint Model for Release Source Location from Observational Data,O. O. Oluwole; S. E. Albo; Richard C. Miake-Lye,2011-01-18,2011,,,,,10.21236/ada545199,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada545199,https://doi.org/10.21236/ada545199,Crossref REST,RAW_CANDIDATE
RAW393,T4,differentiable CFD automatic differentiation verification,13,Sensitivity derivatives for advanced CFD algorithm and viscous modelling parameters via automatic differentiation,LAWRENCE GREEN; PERRY NEWMAN; KARA HAIGLER,1993-07-06,1993,11th Computational Fluid Dynamics Conference,,,,10.2514/6.1993-3321,proceedings-article,American Institute of Aeronautics and Astronautics,https://api.crossref.org/works/10.2514/6.1993-3321,https://doi.org/10.2514/6.1993-3321,Crossref REST,RAW_CANDIDATE
RAW394,T2,Lagrangian fluid simulation graph neural network,13,Simulation of Social Network Information Retrieval and Classification Model Based on Graph Neural Network Algorithm,Jiayi Zhou,2023-11-15,2023,"2023 International Conference on Computer Simulation and Modeling, Information Security (CSMIS)",,,299-304,10.1109/csmis60634.2023.00060,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/csmis60634.2023.00060,https://doi.org/10.1109/csmis60634.2023.00060,Crossref REST,RAW_CANDIDATE
RAW395,T3,Hamiltonian graph neural network dynamics,13,Towards a graph neural network capable of realistically predicting DNA nanostructure equilibrium dynamics,Emma Benjaminson; Bolutito Babatunde; Jonathan Cagan; Rebecca Taylor,2023-09-07,2023,,,,,10.26226/m.64c26778632e9539aa87da35,posted-content,Morressier,https://api.crossref.org/works/10.26226/m.64c26778632e9539aa87da35,https://doi.org/10.26226/m.64c26778632e9539aa87da35,Crossref REST,RAW_CANDIDATE
RAW396,T6,code verification ML augmented solver,13,Verification of the Fourier-Enhanced 3d Finite Element Poisson Solver of the Gyrokinetic Full-F Code Picls,Annika Stier; Alberto Bottino; Mathias Boesl; Martin Campos Pinto; Thomas Hayward-Schneider; David Coster; Andreas Bergmann; Moahan Murugappan; Stephan Brunner; Laurent Villard; Frank Jenko,2023-01-01,2023,,,,,10.2139/ssrn.4403231,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4403231,https://doi.org/10.2139/ssrn.4403231,Crossref REST,RAW_CANDIDATE
RAW397,T7,weakly compressible SPH Taylor Green verification,13,Weakly compressible SPH simulation of cnoidal waves with strong plunging breakers,Mohammad Sarfaraz; Ali Pak,2019-06-01,2019,Ocean Dynamics,69,6,657-678,10.1007/s10236-019-01266-2,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s10236-019-01266-2,https://doi.org/10.1007/s10236-019-01266-2,Crossref REST,RAW_CANDIDATE
RAW398,T4,differentiable physics solver gradient verification finite difference,14,AFiD-Darcy: A finite difference solver for numerical simulations of convective porous media flows,Marco De Paoli; Guru Sreevanshu Yerragolam; Detlef Lohse; Roberto Verzicco,2025-07-01,2025,Computer Physics Communications,312,,109579,10.1016/j.cpc.2025.109579,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2025.109579,https://doi.org/10.1016/j.cpc.2025.109579,Crossref REST,RAW_CANDIDATE
RAW399,T1,machine learning enhanced SPH solver,14,An improved Riemann SPH-Hamiltonian SPH coupled solver for hydroelastic fluid-structure interactions,Abbas Khayyer; Hitoshi Gotoh; Yuma Shimizu; Takafumi Gotoh,2024-01-01,2024,Engineering Analysis with Boundary Elements,158,,332-355,10.1016/j.enganabound.2023.10.018,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.enganabound.2023.10.018,https://doi.org/10.1016/j.enganabound.2023.10.018,Crossref REST,RAW_CANDIDATE
RAW400,T7,weakly compressible SPH Taylor Green verification,14,Application of weakly compressible and truly incompressible SPH to 3-D water collapse in waterworks,EUN-SUG LEE,2009-01-01,2009,Journal of Hydraulic Research,48,extra,000,10.3826/jhr.2010.0003,journal-article,Informa UK Limited,https://api.crossref.org/works/10.3826/jhr.2010.0003,https://doi.org/10.3826/jhr.2010.0003,Crossref REST,RAW_CANDIDATE
RAW401,T4,differentiable CFD automatic differentiation verification,14,Automatic Differentiation on Differentiable Manifolds as a Tool for Robotics,Hannes Sommer; Cédric Pradalier; Paul Furgale,2016-01-01,2016,Springer Tracts in Advanced Robotics Robotics Research,,,505-520,10.1007/978-3-319-28872-7_29,book-chapter,Springer International Publishing,https://api.crossref.org/works/10.1007/978-3-319-28872-7_29,https://doi.org/10.1007/978-3-319-28872-7_29,Crossref REST,RAW_CANDIDATE
RAW402,T5,differentiable contact simulation discontinuity,14,Contact with Lines,,2001-05-17,2001,Elementary Geometry of Differentiable Curves,,,89-104,10.1017/cbo9781139173377.008,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/cbo9781139173377.008,https://doi.org/10.1017/cbo9781139173377.008,Crossref REST,RAW_CANDIDATE
RAW403,T3,pairwise conservative force learning,14,CrossGCL: Cross-Pairwise Graph Contrastive Learning for Unbiased Recommendation,Jin Xian Ye; Ke Xu,2023-01-01,2023,,,,,10.2139/ssrn.4637729,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4637729,https://doi.org/10.2139/ssrn.4637729,Crossref REST,RAW_CANDIDATE
RAW404,T6,credibility assessment scientific machine learning,14,Data Credibility in Scientific Machine Learning .,Kyle Neal; Erin Acquesta; Blake Lance; William Rider; Matthew Barone; Uma Balakrishnan,2022-05-01,2022,"Proposed for presentation at the ASME VVUQ Symposium held May 25-26, 2022 in ,",,,,10.2172/2003318,proceedings-article,US DOE,https://api.crossref.org/works/10.2172/2003318,https://doi.org/10.2172/2003318,Crossref REST,RAW_CANDIDATE
RAW405,T3,equivariant graph neural network particle dynamics,14,"Decision letter for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",,2024-02-02,2024,,,,,10.1039/d3dd00233k/v3/decision1,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d3dd00233k/v3/decision1,https://doi.org/10.1039/d3dd00233k/v3/decision1,Crossref REST,RAW_CANDIDATE
RAW406,T4,adjoint tangent linear gradient verification,14,Development of the tangent linear and adjoint models of the MPAS-Atmosphere dynamic core and applications in adjoint relative sensitivity studies,Xiaoxu Tian; Xiaolei Zou,2020-01-01,2020,Tellus A: Dynamic Meteorology and Oceanography,72,1,1814602,10.1080/16000870.2020.1814602,journal-article,Stockholm University Press,https://api.crossref.org/works/10.1080/16000870.2020.1814602,https://doi.org/10.1080/16000870.2020.1814602,Crossref REST,RAW_CANDIDATE
